CUSTOMER_ID,IS_DENTAL,FIRST_ORDER_AT,LIFETIME_GROSS_MERCHANDISE_VALUE,LIFETIME_ORDERS
648541834600419557,true,2019-10-16 16:15:21.410,21311.98,120
-1728503845821855106,true,2021-07-15 10:53:04.698,77890.48,226
-3890408613573518304,true,2024-01-14 20:43:37.972,16126.76,47
5758642266496576318,true,2018-09-13 10:45:03.240,18564.43,52
-2346403446737106625,true,2022-04-07 13:22:35.265,2726.4,15
-8769331181025561034,true,2020-08-15 15:15:23.981,4692.09,67
-8295644377696988529,true,2023-07-24 11:14:56.583,3488.43,22
-1843307034081584956,true,2023-03-29 12:49:59.539,7435.86,58
2243519585803982189,true,2025-08-11 17:26:58.823,208.29,3
4985727310924584578,false,2023-07-01 21:56:35.394,26.42,2
-444056369058586104,true,2020-08-10 14:52:40.816,17414.09,74
6977182025193072533,true,2022-02-11 09:35:48.553,2879.65,33
-6599847967550233161,true,2025-06-27 16:37:59.473,2186.17,17
6293277226756219684,true,2017-03-09 11:12:13.716,187170.38,531
-8245160196554969747,true,2016-01-22 14:18:48.570,262752.35,161
-8079428733546130470,true,2018-11-20 13:02:06.457,20288.54,143
8978609121637309579,true,2007-06-02 13:36:42.431,71905.89,461
4464248433533429477,true,2021-01-23 15:15:09.923,81845.69,181
8387125125075384241,true,2024-10-30 15:23:01.259,15210.04,40
-9042587278646866408,true,2023-10-11 16:19:31.909,3272.49,14
3043611864367336919,true,2023-04-27 18:52:32.482,25104.63,96
-932211914634168533,true,2015-07-14 10:59:36.743,98309.02,720
8715981030935236611,false,2023-10-17 20:22:10.378,59.74,3
6486653825587360438,true,2025-10-08 08:37:53.734,140.65,2
7470792795144047206,true,2025-10-02 11:52:00.477,7.65,1
8079573141747047469,true,2016-03-17 13:13:57.658,43486.05,258
-5989491161152342888,true,2021-02-11 12:38:26.352,286035.02,409
577270475880322983,true,2019-02-27 16:06:26.899,72298.39,78
5077782580332237853,true,2017-10-02 10:17:23.557,48667.21,91
-2732003375039488162,true,2015-12-07 14:51:46.925,22041.94,240
7188195305150484687,true,2020-08-22 11:44:25.933,23279.36,40
6809317329795593438,true,2017-05-24 14:32:06.400,25448.17,257
4940105126399048526,true,2016-03-31 11:25:07.921,14872.26,63
-6833744123186192301,true,2018-04-23 13:53:50.244,14738.95,80
-4134989236310098380,true,2017-12-22 00:57:33.297,62120.17,213
4684318462944745921,true,2023-03-02 23:35:44.757,10782.98,41
1412504258417170295,true,2021-04-13 18:59:13.615,64491.76,319
3149266124304593940,true,2013-09-03 11:06:42.804,173616.37,176
-4435427422941383958,true,2019-11-27 13:27:36.676,10487.76,80
-6794230628379178279,true,2019-06-12 21:23:27.682,33271.01,134
-8415045255012215592,true,2015-07-24 16:28:54.401,15236.4,55
-1561253598834048758,true,2022-09-20 13:15:27.341,1245.82,28
5901016215720884138,true,2017-09-11 23:25:39.289,7521.36,156
125339969594007032,true,2023-03-06 20:24:39.993,2717.61,54
2853210072415809548,false,2021-04-13 02:02:39.738,3263.31,18
-7560436210516033657,true,2018-02-08 18:21:35.346,6193.53,28
9024811897536112746,true,2023-10-05 18:19:15.575,8698.5,57
1542791805797308137,true,2024-05-02 16:24:12.707,9869.4,53
2575124868115704685,true,2025-04-09 13:57:45.628,245.2,2
8283546967024897008,true,2025-10-06 18:07:35.387,671.63,2
1221656603655985083,true,2024-09-10 16:19:17.817,1222.35,11
9029432278219019121,true,2023-02-24 15:23:05.627,21843.49,119
8559532063567728204,true,2024-12-11 20:46:29.102,18596.42,20
6527993294304665616,true,2021-10-27 14:23:39.664,6551.05,51
6401048611420581277,true,2016-01-26 16:38:46.520,11511.87,121
4191729279373261576,true,2016-11-29 14:25:31.301,7626.63,93
-7669700584665204871,true,2019-10-02 17:19:12.175,4340.64,19
4378881176096730289,false,2021-10-01 12:42:14.330,97.06,2
2714020372801740929,true,2024-05-14 15:19:28.163,7453.9,44
5237235785881893220,true,2018-01-16 12:54:45.847,7503.13,55
2409879504071149098,true,2016-05-10 16:03:34.644,54951.48,112
1476184320728558993,true,2015-02-12 21:05:07.201,47664.88,109
9033973199611327353,true,2018-10-29 13:57:21.367,20755.4,48
-2170889169758308149,true,2012-02-20 22:28:54.219,166959.61,414
-7036459549809023627,true,2003-09-06 22:59:44.000,132029.86,692
6723143930358579893,true,2021-12-06 11:16:57.770,18750.49,44
-7031626759135518435,true,2019-10-03 20:09:57.762,8958.35,137
-7587782822213047645,false,2019-06-27 17:48:09.433,59967.43,203
-6095257178176421276,true,2018-05-15 20:44:42.217,16790.97,170
-6374044168373674795,true,2017-09-11 19:28:57.629,25360.98,181
2413042173224990541,true,2009-07-07 23:07:19.808,29696.72,85
5754854870279940829,true,2022-02-15 10:48:24.931,12248.55,102
-1908916368601845686,true,2023-02-01 13:20:02.903,13888.75,53
6461146696992468422,true,2019-07-30 15:33:49.091,4182.7,19
4614692535443563433,true,2024-12-10 16:26:28.885,10151.82,32
4498878816480232297,true,2025-09-16 17:59:47.873,652.17,3
4009290379012193816,true,2021-12-07 16:24:48.668,5390.04,10
-1347427814552948881,true,2016-02-25 21:23:42.147,106311.69,622
5195887502195814958,true,2014-10-29 13:11:58.963,17534.05,222
-1928013797479638892,true,2024-12-30 15:13:46.550,8460.7,24
-3836529578181938693,true,2022-10-23 01:29:28.379,3039.3,11
-693584576818785551,false,2025-03-17 19:31:28.077,699.18,3
2898631631755897113,true,2022-12-19 13:59:27.857,149.1,3
-1350438053635436661,false,2025-03-23 15:22:00.789,51.14,2
3126434470650146391,true,2025-10-27 19:59:08.373,178.2,1
-4589335371427009924,true,2018-12-28 18:27:17.546,311617.39,919
6546925089973691649,true,2013-01-14 22:18:55.749,141636.03,277
-8977326505955203621,true,2024-06-17 09:39:01.321,19391.26,38
-4277512094083493354,true,2023-09-06 17:00:05.282,25018.5,39
-5832466174706855359,true,2016-12-27 11:36:39.601,103024.9,309
-6855149754811840646,true,2020-06-12 13:12:44.575,20518.3,155
-3784308830908472842,true,2007-05-30 15:36:55.198,90442.05,213
-3588189695065073637,true,2025-02-10 16:43:09.447,14220.29,15
4535589146188636900,true,2016-02-09 13:08:45.462,35182.48,139
-7477112457702781732,true,2024-02-04 23:57:11.550,12597.03,19
3453144568621959461,true,2025-08-22 19:25:44.387,7085.39,19
3249921841984506807,true,2022-06-07 12:17:30.212,9438.07,84
1953343497284523301,true,2024-08-28 13:58:12.781,4323.63,10
-6560430471404543829,true,2025-05-13 15:27:37.954,4907.17,13
7938345331532906863,true,2024-11-09 11:13:48.118,2427.68,22
8591785180499917965,true,2012-02-14 14:32:55.013,14813.89,89
-263448741222060697,true,2019-01-29 01:15:28.636,1192.14,21
-5845840796103406430,true,2025-05-02 17:41:13.316,1530.72,17
4958016575434786778,true,2013-10-10 14:33:39.432,11989.11,61
-2856261960126709420,true,2020-03-06 11:07:13.502,22617.94,124
5337881262049004086,true,2020-10-09 16:42:59.628,1359.11,40
8025957742024440255,true,2025-10-07 11:07:07.394,828.83,1
-3886448464589272462,false,2025-10-19 10:42:13.774,13.27,1
-3121353499788745523,true,2025-05-29 14:51:42.564,469.32,3
-6575148661154164533,true,2025-10-29 17:33:12.164,20.94,1
-2459499172293259075,true,2018-02-04 00:12:06.186,10877.37,84
-6187381717790009746,true,2017-03-01 23:24:17.798,93396.19,419
-4117532515600360137,true,2014-05-22 15:09:52.659,47076,240
-6724072641440068300,true,2019-12-14 11:06:46.956,51387.51,522
1208567305931793860,true,2016-10-24 15:43:06.866,29681.57,134
-1444496935789784063,true,2022-03-16 17:37:50.860,30380.51,86
4571991171769095950,true,2018-11-20 07:49:30.878,618.71,8
9101408029177924757,true,2016-06-30 12:35:57.705,3338.79,26
-3485591512804026386,true,2022-07-06 08:54:09.187,2449.41,50
5671751691619421056,true,2024-04-03 09:56:42.024,14599.73,39
6512675441612368707,true,2022-05-18 15:59:36.524,11565.11,56
-3251879200957303386,true,2020-07-17 21:10:47.497,26865.09,83
8926833426132861442,true,2018-07-11 07:39:43.027,18718.82,168
-318272572480216135,true,2019-01-13 19:30:38.788,19218.37,179
6329454465594940387,true,2019-08-01 18:44:50.341,74420.13,216
8991109325293598830,true,2020-08-13 11:27:57.242,84499.55,140
4000899960326835076,true,2017-11-12 18:13:57.236,40979.4,195
1358519466096607233,true,2015-12-28 12:44:29.725,28601.69,89
2067332575724132291,true,2015-01-26 13:06:04.936,13280.93,142
8664500527871045924,true,2021-03-18 21:54:50.217,251828.3,93
-4250386564932638791,true,2012-06-24 11:19:51.171,65165.35,451
-2588116974165056788,true,2024-10-07 21:24:46.604,7133.58,14
-3743406006680638146,true,2018-10-01 12:11:29.548,54160.95,123
-1141559523419203421,true,2024-08-24 22:35:58.796,26481.42,25
1574871976029264483,true,2020-11-16 15:18:52.690,14558.59,127
7147240297538689870,true,2021-11-11 18:33:20.527,17700.22,62
2431474898525917274,true,2016-03-08 22:01:27.908,8137.74,55
-7456110239017846949,true,2021-03-16 16:59:08.976,50671.99,89
1510180449920302161,true,2024-10-09 12:07:41.861,9004.7,42
-2568619732800384523,true,2023-10-31 20:42:19.431,4697.76,41
-5799247414689168453,true,2025-10-07 19:44:44.042,2361.62,2
-417354742365603451,true,2025-03-20 15:14:12.316,3599.65,8
-8785680179993782788,true,2025-09-29 13:39:01.775,733.23,2
-5093648507032533626,true,2017-05-08 17:12:05.331,9759.43,103
6761659605472363531,true,2018-08-31 11:12:04.792,11582.45,41
-5093044990320381915,true,2015-01-13 17:25:17.519,7215.7,43
2030105783230645705,true,2024-12-05 15:33:56.628,5524.06,23
-6972338722004500300,true,2024-01-01 22:02:54.663,2077.02,12
-83755050680186740,true,2019-10-28 15:22:15.170,1199.75,11
-8400119866097908789,true,2021-04-24 16:42:40.596,3499.27,14
-8174819217874906371,true,2025-10-17 15:34:55.126,173.8,1
624668977755511364,false,2023-08-22 16:46:16.709,128.56,2
-8264608931306429401,true,2019-07-15 18:31:34.015,61029.62,139
7874782273436142586,true,2018-05-22 15:06:39.214,41239.64,238
-644559880935558416,true,2022-04-27 13:42:41.320,6499.83,24
-3351957006700704392,true,2022-03-09 06:10:32.988,5340.92,51
-1746025317282655905,true,2016-02-17 15:03:23.782,61584.88,121
-6204476971135182172,false,2024-11-28 16:44:04.191,320.7,2
8509413246869564076,true,2022-02-02 11:58:26.872,11275.87,19
-5511068910207219436,false,2025-10-04 12:00:11.014,87.87,1
-5111689482718759064,true,2012-09-07 16:27:32.119,159019.79,333
334246603555591322,true,2009-02-05 16:25:26.970,218596.67,1048
1384137432997401137,true,2017-12-16 20:42:27.850,147372.94,912
-8349103624015342386,true,2018-01-18 10:52:03.644,85913.91,145
9219855887452141157,true,2020-10-19 22:55:33.111,70036.79,243
6314616457739548588,true,2016-12-08 08:51:39.056,103516.62,327
5556656677445725123,true,2019-04-05 15:02:04.476,18081.84,68
-3821576343443441815,true,2020-03-12 13:49:44.776,86890.9,118
-2304194109420975190,true,2023-03-27 08:58:27.886,93952.42,174
-2431614126711376687,false,2021-08-29 17:40:34.783,5548.6,38
-8088156229603148461,true,2019-09-09 00:43:32.431,5271.41,14
-8601743856070829417,true,2025-07-20 01:34:31.154,1731.29,6
247574430837038765,false,2025-10-22 16:50:06.056,42.5,1
-7607835202874689659,true,2018-03-13 12:28:10.899,7542.2,174
8270341687746929509,true,2021-07-14 15:28:07.308,167308.75,487
-5740364504858169782,true,2023-09-22 18:46:01.448,28820.54,29
5021589041651919593,true,2020-01-07 15:16:25.028,61579.44,157
4809310463517534395,true,2022-02-17 15:55:28.493,25005.44,41
1312498872521234513,true,2020-02-26 16:05:02.325,51287.21,170
-4684589368805941056,true,2025-07-10 16:45:13.548,3298.91,5
5180475945150127400,true,2020-09-26 10:30:49.583,12976.52,104
